company,ticker,cik,gics_sector,form,file_date,period_ending,accession_number,file_id,file_type,filing_index_url,doc_url,classification,matched_snippet,exclusion_reason
Entergy,ETR,65984,Utilities,8-K,2025-10-03,2025-10-01,0000065984-25-000118,0000065984-25-000118:a02225exhibit-105upsa.htm,EX-1.05,https://www.sec.gov/Archives/edgar/data/65984/000006598425000118/0000065984-25-000118-index.htm,https://www.sec.gov/Archives/edgar/data/65984/000006598425000118/a02225exhibit-105upsa.htm,utility_only,"s agreement to reflect prior life of unit designated purchase power agreements under which eal sold a total of 6.95% of its entitlement to system energy&#8217;s capacity and energy in order to reduce tariff administrative burdens&#59; now, therefore, system energy and the purchasers mutually understand and agree as follows&#58; 1.1&#160;&#160;&#160;&#160;system energy shall, subject to the terms and con",
Exelon,EXC,1109357,Utilities,8-K,2025-02-12,2025-02-12,0001109357-25-000041,0001109357-25-000041:exc-20250212ex992.htm,EX-99.2,https://www.sec.gov/Archives/edgar/data/1109357/000110935725000041/0001109357-25-000041-index.htm,https://www.sec.gov/Archives/edgar/data/1109357/000110935725000041/exc-20250212ex992.htm,utility_only,"arnings call; forecast for 2025-2028e as of q4 2024 earnings call. (2) other includes comed&#8217;s long-term regulatory assets (energy efficiency &amp; solar rebate program) recovered under separate tariffs, which earn a full authorized rate of return. see note 3 &#8211; regulatory matters in 2024 10-k for additional detail. exelon&#8217;s $38.0b low-risk capital plan from 2025 to 2028 results in expec",
NiSource,NI,1111711,Utilities,10-Q,2025-10-29,2025-09-30,0001111711-25-000055,0001111711-25-000055:ni-ex101x20250930.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/1111711/000111171125000055/0001111711-25-000055-index.htm,https://www.sec.gov/Archives/edgar/data/1111711/000111171125000055/ni-ex101x20250930.htm,utility_only,"rformance of, or compliance with, any obligations arising under any &#8220;special contract&#8221; entered into by nipsco and a large load or hyperscale customer or similar arrangement (including any tariff), which in each case are as submitted to the iurc and&#47;or otherwise consistent with applicable law at such time, 14 exhibit 10.1 including any applicable iurc rules and regulations and, in each ca",
NiSource,NI,1111711,Utilities,10-Q,2025-05-07,2025-03-31,0001111711-25-000020,0001111711-25-000020:nix-20250331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1111711/000111171125000020/0001111711-25-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1111711/000111171125000020/nix-20250331.htm,utility_only,"8226; the outcome of legal and regulatory proceedings, investigations, incidents, claims and litigation; &#8226; compliance with changes in, or new interpretations of applicable laws, regulations and tariffs, including impacts of state and federal orders on our ability to carry out our business plan and growth strategy; &#8226; the cost of compliance with environmental laws and regulations and the costs",
NiSource,NI,1111711,Utilities,10-Q,2025-08-06,2025-06-30,0001111711-25-000036,0001111711-25-000036:nix-20250630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1111711/000111171125000036/0001111711-25-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1111711/000111171125000036/nix-20250630.htm,utility_only,"8226; the outcome of legal and regulatory proceedings, investigations, incidents, claims and litigation; &#8226; compliance with changes in, or new interpretations of applicable laws, regulations and tariffs, including impacts of state and federal orders on our ability to carry out our business plan and growth strategy; &#8226; the cost of compliance with environmental laws and regulations and the costs",
NiSource,NI,1111711,Utilities,10-K,2026-02-11,2025-12-31,0001111711-26-000027,0001111711-26-000027:ni-ex1017x20251231.htm,EX-10.17,https://www.sec.gov/Archives/edgar/data/1111711/000111171126000027/0001111711-26-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1111711/000111171126000027/ni-ex1017x20251231.htm,utility_only,"rformance of, or compliance with, any obligations arising under any &#8220;special contract&#8221; entered into by nipsco and a large load or hyperscale customer or similar arrangement (including any tariff), which in each case are as submitted to the iurc and&#47;or otherwise consistent with applicable law at such time, including any applicable iurc rules and regulations and, in each case, which are on",
Norfolk Southern,NSC,702165,Industrials,10-Q,2026-07-23,2026-06-30,0001628280-26-049326,0001628280-26-049326:nsc-20260630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/702165/000162828026049326/0001628280-26-049326-index.htm,https://www.sec.gov/Archives/edgar/data/702165/000162828026049326/nsc-20260630.htm,utility_only,"f revenues to which we expect to be entitled for the transfer of promised goods or services to customers. a performance obligation is created when a customer under a transportation contract or public tariff submits a bill of lading to us for the transport of goods. these performance obligations are satisfied as the shipments move from origin to destination. as such, transportation revenues are recognize",
Norfolk Southern,NSC,702165,Industrials,10-Q,2025-07-29,2025-06-30,0000702165-25-000028,0000702165-25-000028:nsc-20250630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/702165/000070216525000028/0000702165-25-000028-index.htm,https://www.sec.gov/Archives/edgar/data/702165/000070216525000028/nsc-20250630.htm,utility_only,"f revenues to which we expect to be entitled for the transfer of promised goods or services to customers. a performance obligation is created when a customer under a transportation contract or public tariff submits a bill of lading to us for the transport of goods. these performance obligations are satisfied as the shipments move from origin to destination. as such, transportation revenues are recognize",
Norfolk Southern,NSC,702165,Industrials,10-Q,2025-10-23,2025-09-30,0001628280-25-046128,0001628280-25-046128:nsc-20250930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/702165/000162828025046128/0001628280-25-046128-index.htm,https://www.sec.gov/Archives/edgar/data/702165/000162828025046128/nsc-20250930.htm,utility_only,"f revenues to which we expect to be entitled for the transfer of promised goods or services to customers. a performance obligation is created when a customer under a transportation contract or public tariff submits a bill of lading to us for the transport of goods. these performance obligations are satisfied as the shipments move from origin to destination. as such, transportation revenues are recognize",
NRG Energy,NRG,1013871,Utilities,10-Q,2025-08-06,2025-06-30,0001013871-25-000020,0001013871-25-000020:exhibit103nrgamendmentno5t.htm,EX-10.3,https://www.sec.gov/Archives/edgar/data/1013871/000101387125000020/0001013871-25-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1013871/000101387125000020/exhibit103nrgamendmentno5t.htm,utility_only,"limited liability company powers, have been duly authorized by all necessary limited liability company action and do not contravene or constitute a default (i) under any provision of applicable law, tariff or regulation, (ii) of the borrower&#8217;s certificate of formation or limited liability company agreement or (iii) of any agreement, judgment, injunction, decree or other instrument binding upon th",
NRG Energy,NRG,1013871,Utilities,8-K,2026-03-04,2026-02-27,0001104659-26-023570,0001104659-26-023570:tm267426d5_1-1.htm,EX-1.1,https://www.sec.gov/Archives/edgar/data/1013871/000110465926023570/0001104659-26-023570-index.htm,https://www.sec.gov/Archives/edgar/data/1013871/000110465926023570/tm267426d5_1-1.htm,utility_only,"pplicable in the industry (i)&nbsp;authorizing such subsidiary to engage in wholesale sales of energy, capacity and certain ancillary services and, to the extent permitted under its market-based rate tariff, other transactions, at market-based rates and (ii)&nbsp;granting such waivers and blanket authorizations as are customarily granted to entities with market-based rate authority, including blanket au",
NRG Energy,NRG,1013871,Utilities,8-K,2026-04-28,2026-04-28,0001104659-26-050486,0001104659-26-050486:tm2612875d4_ex10-1.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/1013871/000110465926050486/0001104659-26-050486-index.htm,https://www.sec.gov/Archives/edgar/data/1013871/000110465926050486/tm2612875d4_ex10-1.htm,utility_only,"y applicable in the industry: (x)&nbsp;authorizing it to engage in wholesale sales of electric energy, capacity and certain ancillary services and, to the extent permitted under its market-based rate tariff, other transactions at market-based rates and (y)&nbsp;granting such waivers and blanket authorizations as are customarily granted to entities with market-based rate authority, including blanket auth",
NRG Energy,NRG,1013871,Utilities,10-K,2025-02-26,2024-12-31,0001013871-25-000006,0001013871-25-000006:exhibit103513thamendmentan.htm,EX-10.35,https://www.sec.gov/Archives/edgar/data/1013871/000101387125000006/0001013871-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1013871/000101387125000006/exhibit103513thamendmentan.htm,utility_only,"ly applicable in the industry&#58; (x) authorizing it to engage in wholesale sales of electric energy, capacity and certain ancillary services and, to the extent permitted under its market-based rate tariff, other transactions at market-based rates and (y) granting such waivers and blanket authorizations as are customarily granted to entities with market-based rate authority, including blanket authoriza",
NRG Energy,NRG,1013871,Utilities,8-K,2025-07-25,2025-07-22,0001104659-25-070834,0001104659-25-070834:tm2521733d1_ex10-1.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/1013871/000110465925070834/0001104659-25-070834-index.htm,https://www.sec.gov/Archives/edgar/data/1013871/000110465925070834/tm2521733d1_ex10-1.htm,utility_only,"y applicable in the industry: (x)&nbsp;authorizing it to engage in wholesale sales of electric energy, capacity and certain ancillary services and, to the extent permitted under its market-based rate tariff, other transactions at market-based rates and (y)&nbsp;granting such waivers and blanket authorizations as are customarily granted to entities with market-based rate authority, including blanket auth",
NRG Energy,NRG,1013871,Utilities,10-Q,2025-08-06,2025-06-30,0001013871-25-000020,0001013871-25-000020:exhibit101-fourteenthamend.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/1013871/000101387125000020/0001013871-25-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1013871/000101387125000020/exhibit101-fourteenthamend.htm,utility_only,"ly applicable in the industry&#58; (x) authorizing it to engage in wholesale sales of electric energy, capacity and certain ancillary services and, to the extent permitted under its market-based rate tariff, other transactions at market-based rates and (y) granting such waivers and blanket authorizations as are customarily granted to entities with market-based rate authority, including blanket authoriza",
Oneok,OKE,1039684,Energy,8-K,2025-02-24,2025-02-24,0001039684-25-000026,0001039684-25-000026:okeq42024earningsrelease.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/1039684/000103968425000026/0001039684-25-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1039684/000103968425000026/okeq42024earningsrelease.htm,utility_only,"nue; &#8226; a $73 million increase due to adjusted ebitda from medallion and enlink; and &#8226; a $39 million increase in transportation and storage due primarily to higher average refined products tariff rates; offset by &#8226; a $38 million increase in operating costs due primarily to higher employee-related costs. the increase in adjusted ebitda for the full year 2024, compared with 2023, primaril",
Oneok,OKE,1039684,Energy,8-K,2025-02-20,2025-02-14,0001213900-25-015669,0001213900-25-015669:ea023115801ex10-1_oneok.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/1039684/000121390025015669/0001213900-25-015669-index.htm,https://www.sec.gov/Archives/edgar/data/1039684/000121390025015669/ea023115801ex10-1_oneok.htm,utility_only,"tributable to such material project for the twelve month period following the scheduled commercial operation date of such material project (such amount to be determined based on customer contracts or tariff-based customers relating to such material project, the creditworthiness of the other parties to such contracts or such tariff-based customers and projected revenues from such contracts, tariffs, capi",
Pinnacle West Capital,PNW,764622,Utilities,10-Q,2025-05-01,2025-03-31,0000764622-25-000047,0000764622-25-000047:pnw-20250331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/764622/000076462225000047/0000764622-25-000047-index.htm,https://www.sec.gov/Archives/edgar/data/764622/000076462225000047/pnw-20250331.htm,utility_only,ber 2021-11-02 0000764622 pnw:arizonacorporationcommissionmember pnw:coalcommunitytransitionplanmember pnw:navajonationhopireservationmember 2021-11-02 0000764622 pnw:arizonarenewableenergystandardandtariffmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2025-01-01 2025-03-31 0000764622 pnw:arizonarenewableenergystandardandtariff2018member pnw:arizonapublicservicecompa,
Pinnacle West Capital,PNW,764622,Utilities,10-Q,2026-05-04,2026-03-31,0000764622-26-000025,0000764622-26-000025:pnw-20260331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/764622/000076462226000025/0000764622-26-000025-index.htm,https://www.sec.gov/Archives/edgar/data/764622/000076462226000025/pnw-20260331.htm,utility_only,764622 pnw:ratecasefilingwitharizonacorporationcommissionmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2024-02-22 0000764622 pnw:arizonarenewableenergystandardandtariffmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2026-01-01 2026-03-31 0000764622 pnw:arizonarenewableenergystandardandtariff2018member pnw:arizonapublicservicecompa,
Pinnacle West Capital,PNW,764622,Utilities,10-K,2025-02-25,2024-12-31,0000764622-25-000023,0000764622-25-000023:pnw-20241231.htm,10-K,https://www.sec.gov/Archives/edgar/data/764622/000076462225000023/0000764622-25-000023-index.htm,https://www.sec.gov/Archives/edgar/data/764622/000076462225000023/pnw-20241231.htm,utility_only,onapublicservicecompanymember pnw:arizonacorporationcommissionmember pnw:coalcommunitytransitionplanmember pnw:navajonationreservationmember 2023-06-14 0000764622 pnw:arizonarenewableenergystandardandtariffmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2024-01-01 2024-12-31 0000764622 pnw:arizonarenewableenergystandardandtariff2018member pnw:arizonapublicservicecompa,
Pinnacle West Capital,PNW,764622,Utilities,10-Q,2025-08-06,2025-06-30,0000764622-25-000072,0000764622-25-000072:pnw-20250630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/764622/000076462225000072/0000764622-25-000072-index.htm,https://www.sec.gov/Archives/edgar/data/764622/000076462225000072/pnw-20250630.htm,utility_only,ber 2019-10-31 0000764622 pnw:navajonationhopireservationmember pnw:coalcommunitytransitionplanmember pnw:arizonacorporationcommissionmember 2019-10-31 0000764622 pnw:arizonarenewableenergystandardandtariffmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2025-01-01 2025-06-30 0000764622 pnw:arizonarenewableenergystandardandtariff2018member pnw:arizonapublicservicecompa,
Pinnacle West Capital,PNW,764622,Utilities,10-Q,2025-11-03,2025-09-30,0000764622-25-000087,0000764622-25-000087:pnw-20250930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/764622/000076462225000087/0000764622-25-000087-index.htm,https://www.sec.gov/Archives/edgar/data/764622/000076462225000087/pnw-20250930.htm,utility_only,764622 pnw:ratecasefilingwitharizonacorporationcommissionmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2024-02-22 0000764622 pnw:arizonarenewableenergystandardandtariffmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2025-01-01 2025-09-30 0000764622 pnw:arizonarenewableenergystandardandtariff2018member pnw:arizonapublicservicecompa,
Pinnacle West Capital,PNW,764622,Utilities,10-K,2026-02-25,2025-12-31,0000764622-26-000011,0000764622-26-000011:pnw-20251231.htm,10-K,https://www.sec.gov/Archives/edgar/data/764622/000076462226000011/0000764622-26-000011-index.htm,https://www.sec.gov/Archives/edgar/data/764622/000076462226000011/pnw-20251231.htm,utility_only,764622 pnw:ratecasefilingwitharizonacorporationcommissionmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2024-02-22 0000764622 pnw:arizonarenewableenergystandardandtariffmember pnw:arizonapublicservicecompanymember pnw:arizonacorporationcommissionmember 2025-01-01 2025-12-31 0000764622 pnw:arizonarenewableenergystandardandtariff2018member pnw:arizonapublicservicecompa,
PPL Corporation,PPL,922224,Utilities,8-K,2026-03-13,2026-03-13,0000922224-26-000020,0000922224-26-000020:ppl-03132026exhibit991.htm,EX-99.1,https://www.sec.gov/Archives/edgar/data/922224/000092222426000020/0000922224-26-000020-index.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222426000020/ppl-03132026exhibit991.htm,utility_only,"ng small businesses by mitigating cost impacts of net-metered distributed generation and providing flexible payment options. &#8226; creating a new large load customer rate class and electric service tariff with a 10-year load and financial commitment. this new rate class will provide $11 million in support for the residential low-income program, helping reduce costs for residential customers, and inclu",
PPL Corporation,PPL,922224,Utilities,8-K,2025-02-28,2025-02-28,0000922224-25-000011,0000922224-25-000011:ppl-20250228.htm,8-K,https://www.sec.gov/Archives/edgar/data/922224/000092222425000011/0000922224-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222425000011/ppl-20250228.htm,utility_only,"owned by lg&amp;e and ku in respective 32% and 68% shares, with actual project costs allocated consistent with the companies' ultimate ownership shares and existing shared dispatch, cost allocation, tariff or other frameworks. the proposed mill creek ngcc is in addition to a new ngcc generating unit currently under construction at that location. the filing also notes projected in service dates for the",
PPL Corporation,PPL,922224,Utilities,8-K,2026-02-17,2026-02-16,0000922224-26-000004,0000922224-26-000004:ppl-20260216.htm,8-K,https://www.sec.gov/Archives/edgar/data/922224/000092222426000004/0000922224-26-000004-index.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222426000004/ppl-20260216.htm,utility_only,"uity of 9.775% for base rate purposes and 9.675% for capital rate adjustment mechanisms. the kpsc orders approve the companies' requests for establishment of certain new rate adjustment mechanisms or tariffs, with modifications; &#8226; a temporary pilot generation recovery adjustment clause (""adjustment clause pgr"") to provide recovery and return on investment of applicable costs of certain new generat",
Southern Company,SO,92122,Utilities,10-K,2025-02-20,2024-12-31,0000092122-25-000018,0000092122-25-000018:so-20241231.htm,10-K,https://www.sec.gov/Archives/edgar/data/92122/000009212225000018/0000092122-25-000018-index.htm,https://www.sec.gov/Archives/edgar/data/92122/000009212225000018/so-20241231.htm,utility_only,-04-11 0000092122 so:mississippipowermember so:cooperativeenergymember 2022-08-31 0000092122 so:mississippipowermember so:cooperativeenergymember 2024-12-31 0000092122 so:municipalandruralassociationstariffmember so:mississippipowermember 2022-07-01 2022-07-31 0000092122 so:municipalandruralassociationstariffmember so:mississippipowermember 2023-07-31 2023-07-31 0000092122 so:municipalandruralassociatio,
Williams Companies,WMB,107263,Energy,8-K,2026-05-20,2026-05-20,0001193125-26-232714,0001193125-26-232714:d227957dex102.htm,EX-10.2,https://www.sec.gov/Archives/edgar/data/107263/000119312526232714/0001193125-26-232714-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000119312526232714/d227957dex102.htm,utility_only,"ibutable to such material project for the first 12-month period following the scheduled commercial operation date of such material project (such amount to be determined based on customer contracts or tariff-based customers relating to such material project, the creditworthiness of the other parties to such contracts or such tariff-based customers, and projected revenues from such contracts, tariffs, cap",
Williams Companies,WMB,107263,Energy,8-K,2026-05-20,2026-05-20,0001193125-26-232714,0001193125-26-232714:d227957dex101.htm,EX-10.1,https://www.sec.gov/Archives/edgar/data/107263/000119312526232714/0001193125-26-232714-index.htm,https://www.sec.gov/Archives/edgar/data/107263/000119312526232714/d227957dex101.htm,utility_only,"ibutable to such material project for the first 12-month period following the scheduled commercial operation date of such material project (such amount to be determined based on customer contracts or tariff-based customers relating to such material project, the creditworthiness of the other parties to such contracts or such tariff-based customers, and projected revenues from such contracts, tariffs, cap",
Xcel Energy,XEL,72903,Utilities,8-K,2025-04-01,2025-03-31,0000072903-25-000070,0000072903-25-000070:xel-20250331.htm,8-K,https://www.sec.gov/Archives/edgar/data/72903/000007290325000070/0000072903-25-000070-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290325000070/xel-20250331.htm,utility_only,"30&#160; 10&#160; sales 18&#160; (1) other (1) (2) nsp-wisconsin&#8217;s filed rate request $ 151&#160; $ 24&#160; (a) the interchange agreement is a federal energy regulatory commission cost sharing tariff under which nsp-wisconsin and its affiliate, nsp-minnesota allocate the costs of the integrated electric generation and transmission system. certain information discussed in this current report on fo",
Atmos Energy,ATO,731802,Utilities,10-Q,2025-02-04,2024-12-31,0000731802-25-000006,0000731802-25-000006:ato-20241231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/731802/000073180225000006/0000731802-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/731802/000073180225000006/ato-20241231.htm,trade,023-12-31 0000731802 us-gaap:accumulatednetunrealizedinvestmentgainlossmember 2023-12-31 0000731802 us-gaap:accumulatedgainlossnetcashflowhedgeparentmember 2023-12-31 0000731802 ato:securitizedutilitytariffbondsmember us-gaap:variableinterestentityprimarybeneficiarymember us-gaap:seniornotesmember 2023-06-30 0000731802 us-gaap:variableinterestentityprimarybeneficiarymember 2024-12-31 0000731802 us-gaap:,"Original trade-signal match was XBRL inline-tag metadata (us-gaap/ato: tag names), not substantive prose; actual content is utility bond securitization (""securitized utility tariff bonds""), not trade tariffs. Found during manual review of the realized-classification bucket, 2026-07-25."
